-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.498487,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.421717,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.42296,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422938,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423131,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423091,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423168,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423265,0,600
-107.0,False,0,,0.018119,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.438472,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423391,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.42296,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422847,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423015,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422981,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423174,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423159,0,600
-107.5,False,0,,0.017648,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.438793,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422794,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423356,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.42324,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422766,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423105,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422981,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423179,0,600
-106.5,False,0,,0.017717,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.438059,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423274,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422924,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423645,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422356,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423109,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423365,0,600
