-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.497276,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.420955,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422976,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423362,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422964,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423199,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423324,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422647,0,600
-107.5,False,0,,0.016323,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.438505,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422977,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423026,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422866,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423334,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.422755,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423501,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423638,0,600
-107.0,False,0,,0.017086,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.438624,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423035,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423145,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423343,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.42298,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423104,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423661,0,600
-74.5,True,63,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0.423284,0,600
-107.0,False,0,,0.017991,0,600
